"time","area","vote1","vote2","vote3","vote4","vote5","vote6","vote7","open"
"2014-11-29 16:50:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:51:05",2,24,3,57,0,0,0,0,1
"2014-11-29 16:51:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:52:06",2,24,3,57,0,0,0,0,1
"2014-11-29 16:52:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:53:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:54:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:55:09",2,24,3,57,0,0,0,0,1
"2014-11-29 16:55:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:56:10",2,24,3,57,0,0,0,0,1
"2014-11-29 16:56:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:57:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:58:12",2,24,3,57,0,0,0,0,1
"2014-11-29 16:58:50",2,24,3,57,0,0,0,0,1
"2014-11-29 16:59:50",2,92,7,202,0,0,0,0,2
"2014-11-29 17:00:14",2,92,7,202,0,0,0,0,2
"2014-11-29 17:00:50",2,92,7,202,0,0,0,0,2
"2014-11-29 17:01:15",2,92,7,202,0,0,0,0,2
"2014-11-29 17:01:50",2,92,7,202,0,0,0,0,2
"2014-11-29 17:02:50",2,164,8,295,0,0,0,0,3
"2014-11-29 17:03:50",2,164,8,295,0,0,0,0,3
"2014-11-29 17:04:50",2,164,8,295,0,0,0,0,3
"2014-11-29 17:05:19",2,164,8,295,0,0,0,0,3
"2014-11-29 17:05:50",2,553,20,620,0,0,0,0,5
"2014-11-29 17:06:50",2,553,20,620,0,0,0,0,5
"2014-11-29 17:07:21",2,553,20,620,0,0,0,0,5
"2014-11-29 17:07:50",2,553,20,620,0,0,0,0,5
"2014-11-29 17:08:50",2,992,29,1099,0,0,0,0,7
"2014-11-29 17:09:23",2,992,29,1099,0,0,0,0,7
"2014-11-29 17:09:50",2,992,29,1099,0,0,0,0,7
"2014-11-29 17:10:50",2,992,29,1099,0,0,0,0,7
"2014-11-29 17:11:50",2,1389,38,1445,0,0,0,0,10
"2014-11-29 17:12:50",2,1389,38,1445,0,0,0,0,10
"2014-11-29 17:13:27",2,1389,38,1445,0,0,0,0,10
"2014-11-29 17:13:50",2,1389,38,1445,0,0,0,0,10
"2014-11-29 17:14:50",2,2069,67,2259,0,0,0,0,16
"2014-11-29 17:15:50",2,2069,67,2259,0,0,0,0,16
"2014-11-29 17:16:50",2,2069,67,2259,0,0,0,0,16
"2014-11-29 17:17:50",2,2696,84,2901,0,0,0,0,21
"2014-11-29 17:18:50",2,2696,84,2901,0,0,0,0,21
"2014-11-29 17:19:50",2,2696,84,2901,0,0,0,0,21
"2014-11-29 17:20:50",2,3859,118,4033,0,0,0,0,28
"2014-11-29 17:21:50",2,3859,118,4033,0,0,0,0,28
"2014-11-29 17:22:36",2,3859,118,4033,0,0,0,0,28
"2014-11-29 17:22:50",2,3859,118,4033,0,0,0,0,28
"2014-11-29 17:23:37",2,3859,118,4033,0,0,0,0,28
"2014-11-29 17:23:50",2,4547,136,4823,0,0,0,0,33
"2014-11-29 17:24:50",2,4547,136,4823,0,0,0,0,33
"2014-11-29 17:25:50",2,4547,136,4823,0,0,0,0,33
"2014-11-29 17:26:40",2,4547,136,4823,0,0,0,0,33
"2014-11-29 17:26:50",2,5445,157,5672,0,0,0,0,39
"2014-11-29 17:27:41",2,5445,157,5672,0,0,0,0,39
"2014-11-29 17:27:50",2,5445,157,5672,0,0,0,0,39
"2014-11-29 17:28:42",2,5445,157,5672,0,0,0,0,39
"2014-11-29 17:28:50",2,5445,157,5672,0,0,0,0,39
"2014-11-29 17:29:50",2,7813,203,7923,0,0,0,0,49
"2014-11-29 17:30:44",2,7813,203,7923,0,0,0,0,49
"2014-11-29 17:30:50",2,7813,203,7923,0,0,0,0,49
"2014-11-29 17:31:50",2,7813,203,7923,0,0,0,0,49
"2014-11-29 17:32:50",2,10063,266,9902,0,0,0,0,60
"2014-11-29 17:33:50",2,10063,266,9902,0,0,0,0,60
"2014-11-29 17:34:50",2,10063,266,9902,0,0,0,0,60
"2014-11-29 17:35:50",2,12556,352,12675,0,0,0,0,71
"2014-11-29 17:36:50",2,12556,352,12675,0,0,0,0,71
"2014-11-29 17:37:50",2,12556,352,12675,0,0,0,0,71
"2014-11-29 17:38:50",2,16102,451,16657,0,0,0,0,85
"2014-11-29 17:39:50",2,16102,451,16657,0,0,0,0,85
"2014-11-29 17:40:50",2,16102,451,16657,0,0,0,0,85
"2014-11-29 17:41:13",2,16102,451,16657,0,0,0,0,85
"2014-11-29 17:41:50",2,21098,588,23144,0,0,0,0,107
"2014-11-29 17:42:14",2,21098,588,23144,0,0,0,0,107
"2014-11-29 17:42:50",2,21098,588,23144,0,0,0,0,107
"2014-11-29 17:43:50",2,21098,588,23144,0,0,0,0,107
"2014-11-29 17:44:50",2,25579,697,28307,0,0,0,0,124
"2014-11-29 17:45:50",2,25579,697,28307,0,0,0,0,124
"2014-11-29 17:46:50",2,25579,697,28307,0,0,0,0,124
"2014-11-29 17:47:50",2,33867,906,36985,0,0,0,0,153
"2014-11-29 17:48:50",2,33867,906,36985,0,0,0,0,153
"2014-11-29 17:49:50",2,33867,906,36985,0,0,0,0,153
"2014-11-29 17:50:50",2,41372,1096,44449,0,0,0,0,177
"2014-11-29 17:51:50",2,41372,1096,44449,0,0,0,0,177
"2014-11-29 17:52:50",2,41372,1096,44449,0,0,0,0,177
"2014-11-29 17:53:23",2,41372,1096,44449,0,0,0,0,177
"2014-11-29 17:53:50",2,50494,1276,52688,0,0,0,0,203
"2014-11-29 17:54:44",2,50494,1276,52688,0,0,0,0,203
"2014-11-29 17:54:50",2,50494,1276,52688,0,0,0,0,203
"2014-11-29 17:55:50",2,50494,1276,52688,0,0,0,0,203
"2014-11-29 17:56:50",2,63015,1580,65523,0,0,0,0,244
"2014-11-29 17:58:50",2,63015,1580,65523,0,0,0,0,244
"2014-11-29 17:59:50",2,77872,1905,80463,0,0,0,0,286
"2014-11-29 18:00:50",2,77872,1905,80463,0,0,0,0,286
"2014-11-29 18:01:50",2,77872,1905,80463,0,0,0,0,286
"2014-11-29 18:02:50",2,91351,2221,94387,0,0,0,0,323
"2014-11-29 18:02:54",2,91351,2221,94387,0,0,0,0,323
"2014-11-29 18:03:50",2,91351,2221,94387,0,0,0,0,323
"2014-11-29 18:04:50",2,91351,2221,94387,0,0,0,0,323
"2014-11-29 18:05:50",2,106613,2591,110410,0,0,0,0,368
"2014-11-29 18:06:50",2,106613,2591,110410,0,0,0,0,368
"2014-11-29 18:07:50",2,106613,2591,110410,0,0,0,0,368
"2014-11-29 18:07:56",2,106613,2591,110410,0,0,0,0,368
"2014-11-29 18:08:50",2,121975,2943,126382,0,0,0,0,416
"2014-11-29 18:08:57",2,121975,2943,126382,0,0,0,0,416
"2014-11-29 18:09:50",2,121975,2943,126382,0,0,0,0,416
"2014-11-29 18:10:50",2,121975,2943,126382,0,0,0,0,416
"2014-11-29 18:11:50",2,140886,3414,146717,0,0,0,0,474
"2014-11-29 18:12:50",2,140886,3414,146717,0,0,0,0,474
"2014-11-29 18:13:50",2,140886,3414,146717,0,0,0,0,474
"2014-11-29 18:14:50",2,163349,3959,169344,0,0,0,0,537
"2014-11-29 18:15:50",2,163349,3959,169344,0,0,0,0,537
"2014-11-29 18:16:51",2,163349,3959,169344,0,0,0,0,537
"2014-11-29 18:17:50",2,183976,4439,191738,0,0,0,0,595
"2014-11-29 18:18:18",2,183976,4439,191738,0,0,0,0,595
"2014-11-29 18:18:50",2,183976,4439,191738,0,0,0,0,595
"2014-11-29 18:19:50",2,183976,4439,191738,0,0,0,0,595
"2014-11-29 18:20:50",2,201945,4813,210142,0,0,0,0,645
"2014-11-29 18:21:50",2,201945,4813,210142,0,0,0,0,645
"2014-11-29 18:22:12",2,201945,4813,210142,0,0,0,0,645
"2014-11-29 18:22:50",2,201945,4813,210142,0,0,0,0,645
"2014-11-29 18:23:50",2,228123,5374,235095,0,0,0,0,712
"2014-11-29 18:24:50",2,228123,5374,235095,0,0,0,0,712
"2014-11-29 18:25:52",2,228123,5374,235095,0,0,0,0,712
"2014-11-29 18:26:18",2,228123,5374,235095,0,0,0,0,712
"2014-11-29 18:26:50",2,254119,6004,261419,0,0,0,0,779
"2014-11-29 18:27:50",2,254119,6004,261419,0,0,0,0,779
"2014-11-29 18:28:50",2,254119,6004,261419,0,0,0,0,779
"2014-11-29 18:29:50",2,277299,6598,285832,0,0,0,0,840
"2014-11-29 18:30:51",2,277299,6598,285832,0,0,0,0,840
"2014-11-29 18:31:50",2,277299,6598,285832,0,0,0,0,840
"2014-11-29 18:32:50",2,303139,7184,312464,0,0,0,0,907
"2014-11-29 18:33:50",2,303139,7184,312464,0,0,0,0,907
"2014-11-29 18:34:50",2,303139,7184,312464,0,0,0,0,907
"2014-11-29 18:35:05",2,303139,7184,312464,0,0,0,0,907
"2014-11-29 18:35:51",2,328218,7740,337174,0,0,0,0,973
"2014-11-29 18:36:54",2,328218,7740,337174,0,0,0,0,973
"2014-11-29 18:37:54",2,328218,7740,337174,0,0,0,0,973
"2014-11-29 18:38:50",2,353522,8337,362459,0,0,0,0,1038
"2014-11-29 18:39:50",2,353522,8337,362459,0,0,0,0,1038
"2014-11-29 18:40:14",2,353522,8337,362459,0,0,0,0,1038
"2014-11-29 18:40:52",2,353522,8337,362459,0,0,0,0,1038
"2014-11-29 18:41:14",2,353522,8337,362459,0,0,0,0,1038
"2014-11-29 18:41:50",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:42:15",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:42:51",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:43:16",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:43:52",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:44:17",2,380771,8997,390132,0,0,0,0,1107
"2014-11-29 18:44:51",2,405171,9601,416125,0,0,0,0,1171
"2014-11-29 18:45:18",2,405171,9601,416125,0,0,0,0,1171
"2014-11-29 18:45:54",2,405171,9601,416125,0,0,0,0,1171
"2014-11-29 18:46:19",2,405171,9601,416125,0,0,0,0,1171
"2014-11-29 18:46:50",2,405171,9601,416125,0,0,0,0,1171
"2014-11-29 18:47:50",2,434541,10218,446045,0,0,0,0,1241
"2014-11-29 18:48:51",2,434541,10218,446045,0,0,0,0,1241
"2014-11-29 18:49:51",2,434541,10218,446045,0,0,0,0,1241
"2014-11-29 18:50:02",2,434541,10218,446045,0,0,0,0,1241
"2014-11-29 18:50:51",2,462301,10897,474438,0,0,0,0,1313
"2014-11-29 18:51:51",2,462301,10897,474438,0,0,0,0,1313
"2014-11-29 18:52:51",2,462301,10897,474438,0,0,0,0,1313
"2014-11-29 18:53:25",2,462301,10897,474438,0,0,0,0,1313
"2014-11-29 18:53:50",2,483158,11438,495921,0,0,0,0,1364
"2014-11-29 18:54:50",2,483158,11438,495921,0,0,0,0,1364
"2014-11-29 18:55:50",2,483158,11438,495921,0,0,0,0,1364
"2014-11-29 18:56:51",2,512020,12049,521307,0,0,0,0,1430
"2014-11-29 18:57:50",2,512020,12049,521307,0,0,0,0,1430
"2014-11-29 18:58:50",2,512020,12049,521307,0,0,0,0,1430
"2014-11-29 18:59:50",2,546645,12877,555859,0,0,0,0,1511
"2014-11-29 19:00:50",2,546645,12877,555859,0,0,0,0,1511
"2014-11-29 19:01:27",2,546645,12877,555859,0,0,0,0,1511
"2014-11-29 19:01:50",2,546645,12877,555859,0,0,0,0,1511
"2014-11-29 19:02:50",2,577242,13586,587115,0,0,0,0,1584
"2014-11-29 19:03:48",2,577242,13586,587115,0,0,0,0,1584
"2014-11-29 19:03:51",2,577242,13586,587115,0,0,0,0,1584
"2014-11-29 19:04:49",2,577242,13586,587115,0,0,0,0,1584
"2014-11-29 19:04:50",2,577242,13586,587115,0,0,0,0,1584
"2014-11-29 19:05:51",2,605935,14252,616032,0,0,0,0,1652
"2014-11-29 19:06:51",2,605935,14252,616032,0,0,0,0,1652
"2014-11-29 19:07:54",2,605935,14252,616032,0,0,0,0,1652
"2014-11-29 19:08:32",2,605935,14252,616032,0,0,0,0,1652
"2014-11-29 19:09:01",2,629394,14815,638046,0,0,0,0,1705
"2014-11-29 19:09:50",2,629394,14815,638046,0,0,0,0,1705
"2014-11-29 19:10:50",2,629394,14815,638046,0,0,0,0,1705
"2014-11-29 19:10:59",2,629394,14815,638046,0,0,0,0,1705
"2014-11-29 19:11:50",2,654951,15419,664627,0,0,0,0,1765
"2014-11-29 19:12:50",2,654951,15419,664627,0,0,0,0,1765
"2014-11-29 19:13:50",2,654951,15419,664627,0,0,0,0,1765
"2014-11-29 19:14:50",2,682459,16106,692258,0,0,0,0,1828
"2014-11-29 19:15:51",2,682459,16106,692258,0,0,0,0,1828
"2014-11-29 19:16:50",2,682459,16106,692258,0,0,0,0,1828
"2014-11-29 19:17:50",2,707145,16690,717534,0,0,0,0,1886
"2014-11-29 19:18:19",2,707145,16690,717534,0,0,0,0,1886
"2014-11-29 19:18:50",2,707145,16690,717534,0,0,0,0,1886
"2014-11-29 19:19:50",2,707145,16690,717534,0,0,0,0,1886
"2014-11-29 19:20:50",2,729586,17244,740471,0,0,0,0,1941
"2014-11-29 19:21:50",2,729586,17244,740471,0,0,0,0,1941
"2014-11-29 19:22:50",2,729586,17244,740471,0,0,0,0,1941
"2014-11-29 19:23:50",2,752779,17810,764783,0,0,0,0,1995
"2014-11-29 19:24:50",2,752779,17810,764783,0,0,0,0,1995
"2014-11-29 19:25:50",2,752779,17810,764783,0,0,0,0,1995
"2014-11-29 19:26:50",2,768863,18201,782031,0,0,0,0,2032
"2014-11-29 19:27:50",2,768863,18201,782031,0,0,0,0,2032
"2014-11-29 19:28:50",2,768863,18201,782031,0,0,0,0,2032
"2014-11-29 19:29:51",2,790141,18713,804255,0,0,0,0,2079
"2014-11-29 19:30:10",2,790141,18713,804255,0,0,0,0,2079
"2014-11-29 19:30:50",2,790141,18713,804255,0,0,0,0,2079
"2014-11-29 19:31:50",2,790141,18713,804255,0,0,0,0,2079
"2014-11-29 19:32:51",2,805700,19093,820519,0,0,0,0,2114
"2014-11-29 19:33:50",2,805700,19093,820519,0,0,0,0,2114
"2014-11-29 19:34:50",2,805700,19093,820519,0,0,0,0,2114
"2014-11-29 19:35:50",2,818743,19411,834196,0,0,0,0,2143
"2014-11-29 19:36:50",2,818743,19411,834196,0,0,0,0,2143
"2014-11-29 19:37:50",2,818743,19411,834196,0,0,0,0,2143
"2014-11-29 19:38:50",2,829325,19638,844708,0,0,0,0,2168
"2014-11-29 19:39:17",2,829325,19638,844708,0,0,0,0,2168
"2014-11-29 19:39:50",2,829325,19638,844708,0,0,0,0,2168
"2014-11-29 19:40:51",2,829325,19638,844708,0,0,0,0,2168
"2014-11-29 19:41:50",2,839114,19890,854856,0,0,0,0,2191
"2014-11-29 19:42:50",2,839114,19890,854856,0,0,0,0,2191
"2014-11-29 19:43:50",2,839114,19890,854856,0,0,0,0,2191
"2014-11-29 19:44:50",2,855753,20288,872529,0,0,0,0,2229
"2014-11-29 19:45:50",2,855753,20288,872529,0,0,0,0,2229
"2014-11-29 19:46:50",2,855753,20288,872529,0,0,0,0,2229
"2014-11-29 19:47:50",2,862536,20439,880082,0,0,0,0,2245
"2014-11-29 19:48:50",2,862536,20439,880082,0,0,0,0,2245
"2014-11-29 19:48:57",2,862536,20439,880082,0,0,0,0,2245
"2014-11-29 19:49:50",2,862536,20439,880082,0,0,0,0,2245
"2014-11-29 19:50:50",2,869982,20590,887245,0,0,0,0,2261
"2014-11-29 19:51:19",2,869982,20590,887245,0,0,0,0,2261
"2014-11-29 19:51:50",2,869982,20590,887245,0,0,0,0,2261
"2014-11-29 19:52:20",2,869982,20590,887245,0,0,0,0,2261
"2014-11-29 19:52:50",2,869982,20590,887245,0,0,0,0,2261
"2014-11-29 19:53:50",2,877933,20793,896860,0,0,0,0,2279
"2014-11-29 19:54:50",2,877933,20793,896860,0,0,0,0,2279
"2014-11-29 19:55:50",2,877933,20793,896860,0,0,0,0,2279
"2014-11-29 19:56:03",2,877933,20793,896860,0,0,0,0,2279
"2014-11-29 19:56:50",2,884391,20959,903359,0,0,0,0,2294
"2014-11-29 19:57:50",2,884391,20959,903359,0,0,0,0,2294
"2014-11-29 19:58:45",2,884391,20959,903359,0,0,0,0,2294
"2014-11-29 19:58:50",2,884391,20959,903359,0,0,0,0,2294
"2014-11-29 19:59:50",2,888365,21060,907956,0,0,0,0,2303
"2014-11-29 20:00:50",2,888365,21060,907956,0,0,0,0,2303
"2014-11-29 20:01:50",2,888365,21060,907956,0,0,0,0,2303
"2014-11-29 20:02:28",2,888365,21060,907956,0,0,0,0,2303
"2014-11-29 20:02:50",2,893633,21197,913575,0,0,0,0,2315
"2014-11-29 20:03:50",2,893633,21197,913575,0,0,0,0,2315
"2014-11-29 20:04:50",2,893633,21197,913575,0,0,0,0,2315
"2014-11-29 20:05:50",2,900596,21359,921090,0,0,0,0,2330
"2014-11-29 20:06:50",2,900596,21359,921090,0,0,0,0,2330
"2014-11-29 20:07:50",2,900596,21359,921090,0,0,0,0,2330
"2014-11-29 20:09:12",2,907170,21519,927012,0,0,0,0,2343
"2014-11-29 20:09:50",2,907170,21519,927012,0,0,0,0,2343
"2014-11-29 20:10:52",2,907170,21519,927012,0,0,0,0,2343
"2014-11-29 20:11:15",2,907170,21519,927012,0,0,0,0,2343
"2014-11-29 20:11:50",2,909856,21590,930033,0,0,0,0,2349
"2014-11-29 20:12:50",2,909856,21590,930033,0,0,0,0,2349
"2014-11-29 20:13:51",2,909856,21590,930033,0,0,0,0,2349
"2014-11-29 20:14:50",2,913499,21679,933821,0,0,0,0,2357
"2014-11-29 20:15:50",2,913499,21679,933821,0,0,0,0,2357
"2014-11-29 20:16:50",2,913499,21679,933821,0,0,0,0,2357
"2014-11-29 20:17:50",2,917717,21777,938436,0,0,0,0,2366
"2014-11-29 20:18:50",2,917717,21777,938436,0,0,0,0,2366
"2014-11-29 20:19:50",2,917717,21777,938436,0,0,0,0,2366
"2014-11-29 20:20:50",2,920619,21844,941906,0,0,0,0,2373
"2014-11-29 20:21:50",2,920619,21844,941906,0,0,0,0,2373
"2014-11-29 20:22:50",2,920619,21844,941906,0,0,0,0,2373
"2014-11-29 20:23:50",2,922572,21885,943666,0,0,0,0,2377
"2014-11-29 20:24:50",2,922572,21885,943666,0,0,0,0,2377
"2014-11-29 20:25:50",2,922572,21885,943666,0,0,0,0,2377
"2014-11-29 20:26:51",2,924678,21932,946353,0,0,0,0,2382
"2014-11-29 20:27:50",2,924678,21932,946353,0,0,0,0,2382
"2014-11-29 20:29:50",2,926323,21972,948163,0,0,0,0,2386
"2014-11-29 20:29:51",2,924678,21932,946353,0,0,0,0,2382
"2014-11-29 20:31:51",2,926323,21972,948163,0,0,0,0,2386
"2014-11-29 20:32:13",2,926323,21972,948163,0,0,0,0,2386
"2014-11-29 20:33:21",2,927659,22003,949832,0,0,0,0,2389
"2014-11-29 20:33:26",2,927659,22003,949832,0,0,0,0,2389
"2014-11-29 20:33:50",2,927659,22003,949832,0,0,0,0,2389
"2014-11-29 20:34:36",2,927659,22003,949832,0,0,0,0,2389
"2014-11-29 20:34:50",2,927659,22003,949832,0,0,0,0,2389
"2014-11-29 20:36:47",2,929064,22048,951138,0,0,0,0,2392
"2014-11-29 20:36:50",2,929064,22048,951138,0,0,0,0,2392
"2014-11-29 20:37:50",2,929064,22048,951138,0,0,0,0,2392
"2014-11-29 20:38:40",2,929064,22048,951138,0,0,0,0,2392
"2014-11-29 20:38:50",2,931035,22098,954114,0,0,0,0,2397
"2014-11-29 20:39:50",2,931035,22098,954114,0,0,0,0,2397
"2014-11-29 20:40:50",2,931035,22098,954114,0,0,0,0,2397
"2014-11-29 20:41:43",2,931035,22098,954114,0,0,0,0,2397
"2014-11-29 20:41:51",2,931662,22119,955417,0,0,0,0,2399
"2014-11-29 20:42:50",2,931662,22119,955417,0,0,0,0,2399
"2014-11-29 20:43:50",2,931662,22119,955417,0,0,0,0,2399
"2014-11-29 20:44:50",2,933192,22158,956781,0,0,0,0,2402
"2014-11-29 20:45:51",2,933192,22158,956781,0,0,0,0,2402
"2014-11-29 20:46:50",2,933192,22158,956781,0,0,0,0,2402
"2014-11-29 20:47:49",2,933192,22158,956781,0,0,0,0,2402
"2014-11-29 20:47:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:48:51",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:50:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:50:52",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:51:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:51:53",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:52:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:52:54",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:54:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:55:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:56:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:57:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:58:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 20:59:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:00:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:01:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:02:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:03:50",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:04:51",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:05:06",2,933570,22172,957598,0,0,0,0,2403
"2014-11-29 21:05:50",2,933814,22180,958255,0,0,0,0,2404
"2014-11-29 21:06:50",2,933814,22180,958255,0,0,0,0,2404
"2014-11-29 21:07:50",2,933814,22180,958255,0,0,0,0,2404
"2014-11-29 21:08:50",2,934321,22195,958699,0,0,0,0,2405
"2014-11-29 21:09:50",2,934321,22195,958699,0,0,0,0,2405
"2014-11-29 21:10:50",2,934321,22195,958699,0,0,0,0,2405
"2014-11-29 21:11:51",2,934774,22207,959302,0,0,0,0,2406
"2014-11-29 21:12:13",2,934774,22207,959302,0,0,0,0,2406
"2014-11-29 21:12:50",2,934774,22207,959302,0,0,0,0,2406
"2014-11-29 21:13:50",2,934774,22207,959302,0,0,0,0,2406
"2014-11-29 21:14:50",2,934774,22207,959302,0,0,0,0,2406
"2014-11-29 21:15:16",2,934774,22207,959302,0,0,0,0,2406
